protocol,size,timedelta,flags
6,147,0.0004680156707763672,24
6,54,0.00018644332885742188,17
6,60,0.0003871917724609375,17
6,54,0.0001709461212158203,16
6,247,0.0014863014221191406,24
6,54,0.00014972686767578125,17
17,1292,0.0003294944763183594,0
17,1292,0.0004937648773193359,0
6,60,0.0001609325408935547,17
6,54,0.00012373924255371094,16
17,121,0.0006771087646484375,0
17,1045,0.00040411949157714844,0
17,1292,0.0009770393371582031,0
17,1292,0.001325845718383789,0
17,320,0.00022339820861816406,0
17,120,0.00025200843811035156,0
17,986,0.0011014938354492188,0
17,73,0.0002448558807373047,0
17,67,0.00024247169494628906,0
17,1292,0.001752614974975586,0
17,734,0.00031375885009765625,0
17,79,0.00035262107849121094,0
17,69,0.0004482269287109375,0
17,69,0.0002155303955078125,0
17,73,0.00021338462829589844,0
17,1288,0.006230354309082031,0
17,1292,0.0002086162567138672,0
17,77,0.00016307830810546875,0
17,1292,0.00016069412231445312,0
17,82,0.00011944770812988281,0
17,1292,0.00016069412231445312,0
17,1292,0.00015163421630859375,0
17,73,0.0001220703125,0
17,1292,0.00014710426330566406,0
17,1292,0.00015616416931152344,0
17,73,0.0001270771026611328,0
17,1292,0.00020432472229003906,0
17,1292,0.0003795623779296875,0
17,73,0.00022602081298828125,0
17,1292,0.00025177001953125,0
17,1292,0.0002753734588623047,0
17,73,0.00023984909057617188,0
17,1292,0.0004131793975830078,0
17,1292,0.00023245811462402344,0
17,73,0.00017571449279785156,0
17,1292,0.0002579689025878906,0
17,1292,0.0002777576446533203,0
17,73,0.0002148151397705078,0
17,1292,0.00035452842712402344,0
17,1288,0.00022029876708984375,0
17,1292,0.00021767616271972656,0
17,1292,0.00040459632873535156,0
17,1292,0.0004115104675292969,0
17,1292,0.0003006458282470703,0
17,1292,0.0002765655517578125,0
17,77,0.00021982192993164062,0
17,73,0.00021076202392578125,0
17,73,0.00021147727966308594,0
17,162,0.00024080276489257812,0
17,75,0.0002009868621826172,0
17,1292,0.00024127960205078125,0
17,1292,0.0001766681671142578,0
17,73,0.00012731552124023438,0
17,1292,0.0001862049102783203,0
17,1292,0.0002446174621582031,0
17,1292,0.00034928321838378906,0
17,73,0.0002429485321044922,0
17,1292,0.0003046989440917969,0
17,1292,0.00039196014404296875,0
17,73,0.0005350112915039062,0
17,1292,0.000347137451171875,0
17,1292,0.0004794597625732422,0
17,73,0.00031948089599609375,0
17,65,0.0003452301025390625,0
17,1288,0.0002002716064453125,0
17,77,0.00015020370483398438,0
17,1292,0.0001685619354248047,0
17,1292,0.00016379356384277344,0
17,1292,0.00020766258239746094,0
17,73,0.00013375282287597656,0
17,1292,0.0001857280731201172,0
17,1292,0.00016736984252929688,0
17,73,0.00018596649169921875,0
17,1292,0.00029015541076660156,0
17,73,0.00021409988403320312,0
17,1292,0.0002334117889404297,0
17,1292,0.00022029876708984375,0
17,73,0.00016760826110839844,0
17,1292,0.00024056434631347656,0
17,489,0.0001876354217529297,0
17,1292,0.0035309791564941406,0
17,73,0.00017118453979492188,0
17,1292,0.0001595020294189453,0
17,1292,0.00014710426330566406,0
17,1292,0.00015211105346679688,0
17,73,0.00012135505676269531,0
17,1292,0.00014853477478027344,0
17,1292,0.0001480579376220703,0
17,73,0.00015974044799804688,0
17,1288,0.0006844997406005859,0
17,1292,0.00030612945556640625,0
17,77,0.0001583099365234375,0
17,1292,0.0006227493286132812,0
17,329,0.00046539306640625,0
17,120,0.0003197193145751953,0
17,982,0.00038909912109375,0
17,73,0.0004277229309082031,0
17,67,0.0002162456512451172,0
17,1292,0.0003066062927246094,0
17,1292,0.00023365020751953125,0
17,1292,0.0001919269561767578,0
17,1292,0.00016355514526367188,0
17,73,0.0001304149627685547,0
17,73,0.0001232624053955078,0
17,1288,0.00015091896057128906,0
17,1292,0.00016617774963378906,0
17,77,0.00011849403381347656,0
17,1292,0.00014591217041015625,0
17,1011,0.00015735626220703125,0
17,73,0.00021505355834960938,0
17,1292,0.00024080276489257812,0
17,1292,0.0003211498260498047,0
17,1292,0.0003783702850341797,0
17,1292,0.0002105236053466797,0
17,74,0.0001881122589111328,0
17,74,0.0001373291015625,0
17,1292,0.00018596649169921875,0
17,1292,0.00019025802612304688,0
17,74,0.0003399848937988281,0
17,1292,0.0003440380096435547,0
17,1292,0.0003566741943359375,0
17,74,0.00032448768615722656,0
17,1288,0.00028586387634277344,0
17,1292,0.00018525123596191406,0
17,1292,0.00020766258239746094,0
17,78,0.0002605915069580078,0
17,1292,0.0005943775177001953,0
17,74,0.00032806396484375,0
17,1292,0.00035500526428222656,0
17,1292,0.00019359588623046875,0
17,1292,0.0002701282501220703,0
17,1292,0.00019216537475585938,0
17,1292,0.0002849102020263672,0
17,1292,0.0002472400665283203,0
17,74,0.00015425682067871094,0
17,74,0.00020265579223632812,0
17,74,0.0001468658447265625,0
17,89,0.00015878677368164062,0
17,1292,0.00017499923706054688,0
17,1292,0.0002942085266113281,0
17,74,0.00018930435180664062,0
17,1292,0.00027823448181152344,0
17,1292,0.0002574920654296875,0
17,1292,0.00019168853759765625,0
17,1292,0.00016617774963378906,0
17,1292,0.00015497207641601562,0
17,1292,0.00024700164794921875,0
17,74,0.0002963542938232422,0
17,74,0.0002434253692626953,0
17,74,0.00016832351684570312,0
17,1288,0.00039005279541015625,0
17,1292,0.00022172927856445312,0
17,78,0.000141143798828125,0
17,1292,0.00015735626220703125,0
17,1292,0.00015163421630859375,0
17,1292,0.00014901161193847656,0
17,1292,0.00015115737915039062,0
17,74,0.0001354217529296875,0
17,74,0.00012135505676269531,0
17,1292,0.00015020370483398438,0
17,1292,0.0001468658447265625,0
17,74,0.00011491775512695312,0
17,1292,0.00021004676818847656,0
17,1292,0.00017952919006347656,0
17,1292,0.00034165382385253906,0
17,1292,0.0002505779266357422,0
17,1292,0.00018215179443359375,0
17,1292,0.0002396106719970703,0
17,74,0.0002899169921875,0
17,74,0.00022935867309570312,0
17,74,0.00016379356384277344,0
17,1288,0.0003159046173095703,0
17,1292,0.0003008842468261719,0
17,1292,0.00027108192443847656,0
17,1292,0.0002651214599609375,0
17,1292,0.0002760887145996094,0
17,1292,0.00020170211791992188,0
17,1292,0.00017189979553222656,0
17,1292,0.000270843505859375,0
17,1292,0.0002942085266113281,0
17,1292,0.00045371055603027344,0
17,79,0.00020265579223632812,0
17,82,0.0001480579376220703,0
17,1292,0.00017309188842773438,0
17,1292,0.00016260147094726562,0
17,1292,0.00015163421630859375,0
17,1292,0.00015020370483398438,0
17,1292,0.00014925003051757812,0
17,1292,0.00015282630920410156,0
17,1292,0.0001556873321533203,0
17,582,0.00013899803161621094,0
17,1288,0.0001456737518310547,0
17,1292,0.0001468658447265625,0
17,1292,0.00014495849609375,0
17,1292,0.00015044212341308594,0
17,1292,0.0001475811004638672,0
17,79,0.00011801719665527344,0
17,1292,0.0001583099365234375,0
17,1292,0.0001533031463623047,0
17,1292,0.00014400482177734375,0
17,1292,0.00014925003051757812,0
17,1292,0.0002658367156982422,0
17,1292,0.00027942657470703125,0
17,1292,0.0003654956817626953,0
17,1292,0.00027632713317871094,0
17,1292,0.002290964126586914,0
17,75,0.0002110004425048828,0
17,1292,0.00018477439880371094,0
17,1292,0.00024580955505371094,0
17,1292,0.00023317337036132812,0
17,1292,0.0002155303955078125,0
17,1292,0.00023221969604492188,0
17,162,0.0002727508544921875,0
17,75,0.00018978118896484375,0
17,65,0.00018715858459472656,0
17,1292,0.00022983551025390625,0
17,1292,0.00023984909057617188,0
17,1292,0.00028395652770996094,0
17,1292,0.0002911090850830078,0
17,75,0.00021648406982421875,0
17,1292,0.00024580955505371094,0
17,1292,0.00023365020751953125,0
17,1292,0.00016927719116210938,0
17,1292,0.00033164024353027344,0
17,1292,0.0003979206085205078,0
17,1292,0.00030231475830078125,0
17,1292,0.000293731689453125,0
17,1292,0.00027060508728027344,0
17,1292,0.0002715587615966797,0
17,1292,0.00026345252990722656,0
17,75,0.00016379356384277344,0
17,1292,0.0001857280731201172,0
17,1292,0.00015234947204589844,0
17,1292,0.0001437664031982422,0
17,1292,0.0001494884490966797,0
17,1292,0.0001475811004638672,0
17,1292,0.00015211105346679688,0
17,1292,0.00022649765014648438,0
17,1292,0.0002028942108154297,0
17,1292,0.00018787384033203125,0
17,1292,0.0001690387725830078,0
17,75,0.0003044605255126953,0
17,1292,0.0005114078521728516,0
17,1292,0.00023484230041503906,0
17,1292,0.000339508056640625,0
17,1292,0.00025153160095214844,0
17,1292,0.0003085136413574219,0
17,1292,0.00032329559326171875,0
17,1292,0.0003376007080078125,0
17,1292,0.00016951560974121094,0
17,1292,0.00015854835510253906,0
17,1292,0.00015974044799804688,0
17,1292,0.00015544891357421875,0
17,1292,0.00014638900756835938,0
17,75,0.0001289844512939453,0
17,1292,0.0001506805419921875,0
17,1292,0.00014901161193847656,0
17,1292,0.00020432472229003906,0
17,1292,0.0002536773681640625,0
17,1292,0.00024509429931640625,0
17,1292,0.0002377033233642578,0
17,1292,0.000232696533203125,0
17,1292,0.00023818016052246094,0
17,75,0.00021338462829589844,0
17,1292,0.00034117698669433594,0
17,1292,0.0002684593200683594,0
17,787,0.00023937225341796875,0
17,1292,0.00025010108947753906,0
17,1292,0.0002543926239013672,0
17,1292,0.0002906322479248047,0
17,1292,0.000213623046875,0
17,1292,0.00017261505126953125,0
17,1292,0.00017952919006347656,0
17,1292,0.00023651123046875,0
17,1292,0.0002110004425048828,0
17,1292,0.00019884109497070312,0
17,1292,0.00016117095947265625,0
17,1292,0.0001590251922607422,0
17,1292,0.00022912025451660156,0
17,1063,0.00017070770263671875,0
17,75,0.00013065338134765625,0
17,68,0.00012254714965820312,0
17,1292,0.00015282630920410156,0
17,933,0.0001518726348876953,0
17,1292,0.0001506805419921875,0
17,1292,0.00015401840209960938,0
17,1292,0.00014972686767578125,0
17,134,0.00012373924255371094,0
17,1292,0.0001544952392578125,0
17,1292,0.00014543533325195312,0
17,542,0.00013017654418945312,0
17,1292,0.0002562999725341797,0
17,1292,0.0001583099365234375,0
17,1292,0.00020265579223632812,0
17,75,0.0001652240753173828,0
17,1292,0.00026869773864746094,0
17,1292,0.00019359588623046875,0
17,1292,0.00015997886657714844,0
17,1292,0.0002644062042236328,0
17,1292,0.0002532005310058594,0
17,1292,0.000194549560546875,0
17,1292,0.0002269744873046875,0
17,1292,0.00024080276489257812,0
17,75,0.00016951560974121094,0
17,1292,0.00017452239990234375,0
17,1292,0.00016999244689941406,0
17,1292,0.00015974044799804688,0
17,1292,0.0001518726348876953,0
17,75,0.00012755393981933594,0
17,1292,0.00015401840209960938,0
17,1292,0.0001494884490966797,0
17,1292,0.0001506805419921875,0
17,1292,0.00015592575073242188,0
17,1292,0.00015282630920410156,0
17,527,0.00022220611572265625,0
17,76,0.00031948089599609375,0
17,1285,0.030246496200561523,0
17,967,0.00038170814514160156,0
17,75,0.01743316650390625,0
17,75,0.014702558517456055,0
17,246,0.008276224136352539,0
17,231,0.000244140625,0
17,82,0.007188081741333008,0
17,68,0.017908811569213867,0
17,232,0.025110721588134766,0
17,483,0.015289068222045898,0
17,75,0.003100156784057617,0
17,75,0.00715327262878418,0
17,1285,0.0007970333099365234,0
17,1292,0.000640869140625,0
17,1292,0.00036454200744628906,0
17,1292,0.0007889270782470703,0
17,1292,0.0006017684936523438,0
17,1292,0.0003230571746826172,0
17,1292,0.0002658367156982422,0
17,1292,0.00027251243591308594,0
17,1292,0.000263214111328125,0
17,1292,0.00024318695068359375,0
17,1292,0.00025534629821777344,0
17,1292,0.00026226043701171875,0
17,1292,0.0002536773681640625,0
17,1292,0.0002484321594238281,0
17,1292,0.0002567768096923828,0
17,1247,0.00025200843811035156,0
17,80,0.009702682495117188,0
17,68,0.004017353057861328,0
17,74,0.0002791881561279297,0
17,492,0.03143429756164551,0
17,152,0.004813671112060547,0
17,315,0.0002415180206298828,0
17,82,0.005357503890991211,0
17,1285,0.004349470138549805,0
17,1292,0.0003521442413330078,0
17,1292,0.0002503395080566406,0
17,455,0.00018644332885742188,0
17,1292,0.0037581920623779297,0
17,364,0.0003807544708251953,0
17,1287,0.0003802776336669922,0
17,754,0.00040650367736816406,0
17,66,0.00016069412231445312,0
17,68,0.007679939270019531,0
17,81,0.00023317337036132812,0
17,75,0.0036134719848632812,0
17,68,0.014223337173461914,0
17,74,0.00027298927307128906,0
17,1285,0.014253377914428711,0
17,1292,0.0002486705780029297,0
17,1292,0.00017333030700683594,0
17,769,0.00015115737915039062,0
17,75,0.0172579288482666,0
17,535,0.014888286590576172,0
17,109,0.0010912418365478516,0
17,75,0.0001697540283203125,0
17,536,0.013975381851196289,0
17,1292,0.0002219676971435547,0
17,1292,0.00016808509826660156,0
17,122,0.0002651214599609375,0
17,208,0.00013113021850585938,0
17,957,0.00014781951904296875,0
17,82,0.003544330596923828,0
17,123,0.0026178359985351562,0
17,87,0.0002906322479248047,0
17,82,0.010225534439086914,0
17,82,0.00028014183044433594,0
17,1292,0.0002665519714355469,0
17,68,0.003076791763305664,0
17,68,0.014383077621459961,0
17,1292,0.0005249977111816406,0
17,1292,0.003041982650756836,0
17,322,0.00022292137145996094,0
17,120,0.00019097328186035156,0
17,986,0.00019049644470214844,0
17,73,0.0001399517059326172,0
17,67,0.0001418590545654297,0
17,64,0.00014400482177734375,0
6,66,0.0069086551666259766,2
6,66,0.0001876354217529297,2
6,66,0.00039958953857421875,18
6,66,0.00013256072998046875,18
6,54,0.00010657310485839844,16
6,54,9.751319885253906e-05,16
6,56,0.00013971328735351562,24
6,94,0.00012731552124023438,24
6,56,0.00011563301086425781,24
6,94,0.0001163482666015625,24
6,60,0.00024008750915527344,16
6,60,0.00015044212341308594,16
6,60,0.00015211105346679688,16
6,60,0.00018334388732910156,16
17,1292,0.004129648208618164,0
6,112,0.0003879070281982422,24
6,54,0.00012445449829101562,17
6,60,0.0003879070281982422,17
6,54,0.0001327991485595703,16
6,156,0.0011022090911865234,24
17,162,0.00017309188842773438,0
6,54,0.00011348724365234375,17
17,75,0.000194549560546875,0
17,1292,0.00020313262939453125,0
17,1292,0.00023317337036132812,0
6,60,0.00013208389282226562,17
6,54,0.00012564659118652344,16
17,549,0.005529642105102539,0
17,272,0.00048470497131347656,0
17,79,0.0003018379211425781,0
17,82,0.010284185409545898,0
17,1292,0.0007159709930419922,0
17,1292,0.00022149085998535156,0
17,1292,0.00025534629821777344,0
17,1292,0.00019598007202148438,0
17,65,0.0052318572998046875,0
17,1292,0.015005350112915039,0
17,1292,0.0003821849822998047,0
17,81,0.00016641616821289062,0
17,79,0.00023245811462402344,0
17,1274,0.0002205371856689453,0
17,103,0.0001506805419921875,0
17,131,0.00015306472778320312,0
17,110,0.000125885009765625,0
17,1237,0.00016188621520996094,0
17,1281,0.014023542404174805,0
17,200,0.00023865699768066406,0
17,1000,0.00020885467529296875,0
17,163,0.00013756752014160156,0
17,75,0.00012230873107910156,0
17,75,0.0001518726348876953,0
17,229,0.0001614093780517578,0
17,77,0.0001595020294189453,0
17,67,0.01386117935180664,0
17,65,0.00040078163146972656,0
17,547,0.014877080917358398,0
17,563,0.0786433219909668,0
6,66,0.5264427661895752,2
6,66,0.1103823184967041,18
6,54,0.0002086162567138672,16
6,245,0.0003635883331298828,24
6,1506,0.109954833984375,16
6,1506,0.00033545494079589844,16
6,54,0.00023126602172851562,16
6,148,0.0001709461212158203,24
6,212,0.0006642341613769531,24
6,105,0.11137199401855469,24
6,555,0.019431591033935547,24
6,395,0.0099029541015625,24
6,370,0.009554147720336914,24
6,394,0.010084152221679688,24
6,386,0.009805917739868164,24
6,386,0.010166406631469727,24
6,311,0.010066747665405273,24
6,109,0.009693145751953125,24
6,88,0.010006904602050781,24
6,60,0.03903508186340332,16
6,60,0.02094244956970215,16
6,60,0.019975662231445312,16
6,60,0.018872976303100586,16
6,756,0.012091875076293945,24
6,85,0.022838115692138672,24
6,54,0.0002613067626953125,17
17,1285,0.009816646575927734,0
17,1292,0.0004353523254394531,0
17,1292,0.0005290508270263672,0
17,1292,0.0004124641418457031,0
17,1292,0.00028514862060546875,0
17,345,0.0003075599670410156,0
17,75,0.015613555908203125,0
17,1285,0.0030803680419921875,0
17,1292,0.000244140625,0
17,1292,0.0002300739288330078,0
17,1292,0.00023865699768066406,0
17,1121,0.00023865699768066406,0
17,75,0.01697683334350586,0
17,75,0.010882377624511719,0
17,1287,0.03822779655456543,0
17,1292,0.0005278587341308594,0
17,1292,0.0005271434783935547,0
17,1292,0.0003571510314941406,0
17,1292,0.0003025531768798828,0
17,1292,0.0002651214599609375,0
17,1292,0.000240325927734375,0
17,1292,0.000244140625,0
17,1202,0.00026607513427734375,0
17,109,0.00017189979553222656,0
17,81,0.00016188621520996094,0
17,1285,0.0022614002227783203,0
17,1292,0.00038933753967285156,0
17,1292,0.0002105236053466797,0
17,1292,0.00018405914306640625,0
17,1072,0.0001678466796875,0
6,60,0.006118297576904297,16
6,60,0.00031566619873046875,17
6,54,0.0002048015594482422,16
17,68,0.004550457000732422,0
17,75,0.005723237991333008,0
17,75,0.016643047332763672,0
17,1287,0.007715940475463867,0
17,1292,0.00037598609924316406,0
17,1292,0.0003962516784667969,0
17,1292,0.0002455711364746094,0
17,1292,0.0001742839813232422,0
17,1292,0.00018906593322753906,0
17,1292,0.00018072128295898438,0
17,1292,0.00016617774963378906,0
17,1292,0.0001811981201171875,0
17,1292,0.00019216537475585938,0
17,1292,0.0002052783966064453,0
17,1292,0.00016260147094726562,0
17,86,0.0001289844512939453,0
17,246,0.000125885009765625,0
17,81,0.0001366138458251953,0
17,75,0.005145072937011719,0
17,68,0.010490179061889648,0
17,1287,0.027202844619750977,0
17,1292,0.0002524852752685547,0
17,1292,0.00030541419982910156,0
17,1292,0.00022459030151367188,0
17,1292,0.00017523765563964844,0
17,1292,0.000152587890625,0
17,1292,0.0002918243408203125,0
17,1292,0.000156402587890625,0
17,1098,0.0002300739288330078,0
17,200,0.00013065338134765625,0
17,81,0.00012421607971191406,0
17,68,0.015634775161743164,0
6,66,0.0027551651000976562,2
6,66,0.0001442432403564453,2
6,66,0.0007352828979492188,18
6,66,0.00035643577575683594,18
6,54,0.0004513263702392578,16
6,54,0.00014591217041015625,16
6,56,0.0002276897430419922,24
6,105,0.0003840923309326172,24
6,56,0.0004076957702636719,24
6,105,0.0002665519714355469,24
6,60,0.0002837181091308594,16
6,60,0.00019979476928710938,16
6,60,0.00018453598022460938,16
6,60,0.00019216537475585938,16
6,218,0.0015079975128173828,24
6,54,0.00019121170043945312,17
6,60,0.00017642974853515625,17
6,54,0.00016021728515625,16
6,168,0.0008244514465332031,24
6,54,0.00014209747314453125,17
17,1292,0.0005114078521728516,0
17,1292,0.0003082752227783203,0
6,60,0.00017452239990234375,17
6,54,0.00026345252990722656,16
17,82,0.0015201568603515625,0
17,1292,0.0021774768829345703,0
17,1292,0.0001838207244873047,0
17,1292,0.0003349781036376953,0
17,81,0.00024008750915527344,0
17,79,0.0001633167266845703,0
17,1292,0.00021505355834960938,0
17,1145,0.00025010108947753906,0
17,1285,0.0004591941833496094,0
17,1292,0.0003066062927246094,0
17,1292,0.0004127025604248047,0
17,1292,0.00019240379333496094,0
17,75,0.0001544952392578125,0
17,81,0.0002067089080810547,0
17,125,0.00016546249389648438,0
17,114,0.00013446807861328125,0
17,1292,0.00018215179443359375,0
17,1286,0.00024271011352539062,0
17,1292,0.00021076202392578125,0
17,1292,0.0001614093780517578,0
17,110,0.00021719932556152344,0
17,154,0.00024580955505371094,0
17,210,0.000213623046875,0
17,1292,0.0002579689025878906,0
17,572,0.0002562999725341797,0
17,158,0.000213623046875,0
17,75,0.00020813941955566406,0
17,75,0.00017642974853515625,0
17,65,0.00015163421630859375,0
17,65,0.0001354217529296875,0
17,67,0.00013566017150878906,0
17,69,0.0001971721649169922,0
17,627,0.00019621849060058594,0
17,75,0.011761903762817383,0
17,942,0.0030608177185058594,0
17,1288,0.01258707046508789,0
17,77,0.00018644332885742188,0
17,1292,0.0001609325408935547,0
17,1292,0.00015544891357421875,0
17,73,0.00021147727966308594,0
17,1292,0.0002868175506591797,0
17,1292,0.00026798248291015625,0
17,73,0.00016379356384277344,0
17,1292,0.00022649765014648438,0
17,1292,0.00024437904357910156,0
17,1292,0.0002560615539550781,0
17,73,0.00019025802612304688,0
17,1292,0.0002338886260986328,0
17,73,0.00017881393432617188,0
17,1292,0.0001633167266845703,0
17,1292,0.0003819465637207031,0
17,1292,0.0001659393310546875,0
17,1292,0.00025582313537597656,0
17,1292,0.00023174285888671875,0
17,1292,0.00022649765014648438,0
17,1292,0.00024056434631347656,0
17,1292,0.00024199485778808594,0
17,73,0.00020051002502441406,0
17,73,0.0002455711364746094,0
17,73,0.0002162456512451172,0
17,73,0.0003113746643066406,0
17,1292,0.0003695487976074219,0
17,1292,0.00027823448181152344,0
17,1292,0.00025963783264160156,0
17,1292,0.00018286705017089844,0
17,1292,0.00025725364685058594,0
17,1292,0.0004100799560546875,0
17,1292,0.0004949569702148438,0
17,1292,0.00031447410583496094,0
17,1292,0.0002684593200683594,0
17,1292,0.0002789497375488281,0
17,1292,0.00023508071899414062,0
17,1292,0.00018286705017089844,0
17,1292,0.00016379356384277344,0
17,1292,0.00015664100646972656,0
17,1292,0.00021076202392578125,0
17,1292,0.0002465248107910156,0
17,1292,0.0002372264862060547,0
17,1292,0.00025153160095214844,0
17,1292,0.00024175643920898438,0
17,1292,0.00025343894958496094,0
17,1285,0.00019788742065429688,0
17,283,0.00013256072998046875,0
17,1292,0.00015425682067871094,0
17,1292,0.00015401840209960938,0
17,1292,0.00014734268188476562,0
17,1292,0.00020122528076171875,0
17,73,0.00023698806762695312,0
17,1292,0.0004470348358154297,0
17,75,0.00017571449279785156,0
17,75,0.00014781951904296875,0
17,75,0.0002009868621826172,0
17,75,0.00014352798461914062,0
17,75,0.0001583099365234375,0
17,75,0.0001354217529296875,0
17,75,0.00015687942504882812,0
17,75,0.00017070770263671875,0
17,75,0.000133514404296875,0
17,75,0.0001289844512939453,0
17,80,0.0001285076141357422,0
17,75,0.0001246929168701172,0
17,75,0.00012135505676269531,0
17,75,0.0001251697540283203,0
17,75,0.00011849403381347656,0
17,75,0.00012350082397460938,0
17,75,0.00012874603271484375,0
17,75,0.0001246929168701172,0
17,75,0.00011348724365234375,0
17,75,0.000125885009765625,0
17,73,0.00011610984802246094,0
17,75,0.00011539459228515625,0
17,1292,0.00021910667419433594,0
17,1292,0.00026607513427734375,0
17,1292,0.0002512931823730469,0
17,73,0.00020194053649902344,0
17,1292,0.00024628639221191406,0
17,1292,0.00024962425231933594,0
17,1292,0.0002505779266357422,0
17,1292,0.00022292137145996094,0
17,1292,0.000240325927734375,0
17,1292,0.0002474784851074219,0
17,1292,0.00026035308837890625,0
17,1292,0.0002319812774658203,0
17,1292,0.00016450881958007812,0
17,1292,0.00016069412231445312,0
17,1292,0.00015115737915039062,0
17,891,0.00016498565673828125,0
17,65,0.0001220703125,0
17,74,0.0001690387725830078,0
17,74,0.0002903938293457031,0
17,74,0.00015163421630859375,0
17,74,0.00013518333435058594,0
17,74,0.0001327991485595703,0
17,74,0.00012111663818359375,0
17,75,0.0001361370086669922,0
17,269,0.0001308917999267578,0
17,75,0.00012874603271484375,0
17,416,0.006209135055541992,0
17,99,0.0002541542053222656,0
17,81,0.00020956993103027344,0
17,66,0.003231525421142578,0
17,74,0.00021004676818847656,0
17,75,0.004864215850830078,0
17,75,0.0002675056457519531,0
17,1287,0.0077915191650390625,0
17,1292,0.00018215179443359375,0
17,1292,0.00015354156494140625,0
17,81,0.0001442432403564453,0
17,1292,0.00015306472778320312,0
17,1292,0.0001475811004638672,0
17,1292,0.0001647472381591797,0
17,475,0.00019311904907226562,0
17,198,0.00012874603271484375,0
17,75,0.005952358245849609,0
17,68,0.010507345199584961,0
17,116,0.005545854568481445,0
17,65,0.0005252361297607422,0
17,82,0.014340639114379883,0
17,68,0.017529964447021484,0
17,1292,0.024352312088012695,0
17,397,0.00029206275939941406,0
17,1287,0.0002849102020263672,0
17,1292,0.0002186298370361328,0
17,638,0.0001518726348876953,0
17,175,0.00017571449279785156,0
17,82,0.00417780876159668,0
17,478,0.017433643341064453,0
17,68,0.0009739398956298828,0
17,75,0.01626729965209961,0
17,75,0.011876583099365234,0
17,1285,0.03667759895324707,0
17,1292,0.0003094673156738281,0
17,1292,0.000247955322265625,0
17,1292,0.00024437904357910156,0
17,1292,0.00023555755615234375,0
17,1292,0.00022602081298828125,0
17,1292,0.00022530555725097656,0
17,1292,0.00022459030151367188,0
17,1292,0.00022649765014648438,0
17,1292,0.00023794174194335938,0
17,1292,0.00025773048400878906,0
17,1292,0.0002562999725341797,0
17,1292,0.00020170211791992188,0
17,1292,0.00035262107849121094,0
17,1292,0.0004916191101074219,0
17,1292,0.0003917217254638672,0
17,1292,0.00022792816162109375,0
17,1292,0.00017905235290527344,0
17,1292,0.00016355514526367188,0
17,1292,0.00016355514526367188,0
17,1292,0.00016069412231445312,0
17,1292,0.00015616416931152344,0
17,1292,0.00016355514526367188,0
17,1292,0.0001499652862548828,0
17,1292,0.0001475811004638672,0
17,1292,0.0001480579376220703,0
17,1292,0.00014734268188476562,0
17,1292,0.00014448165893554688,0
17,1292,0.00014495849609375,0
17,74,0.00012230873107910156,0
17,79,0.00012493133544921875,0
17,74,0.00011801719665527344,0
17,74,0.00031113624572753906,0
17,74,0.0001266002655029297,0
17,74,0.00012040138244628906,0
17,74,0.00029277801513671875,0
17,74,0.0004265308380126953,0
17,74,0.0002396106719970703,0
17,1292,0.0002639293670654297,0
17,1292,0.00021576881408691406,0
17,1292,0.00026988983154296875,0
17,74,0.00021123886108398438,0
17,74,0.00029277801513671875,0
17,74,0.00026226043701171875,0
17,74,0.0001938343048095703,0
17,74,0.0001418590545654297,0
17,74,0.0001773834228515625,0
17,1292,0.0001842975616455078,0
17,1292,0.00016880035400390625,0
17,1292,0.00015687942504882812,0
17,1292,0.00014925003051757812,0
17,1292,0.00014925003051757812,0
17,1292,0.0001513957977294922,0
17,1292,0.00027632713317871094,0
17,1292,0.00015425682067871094,0
17,1292,0.0002384185791015625,0
17,1292,0.00023412704467773438,0
17,1292,0.00024366378784179688,0
17,1292,0.000255584716796875,0
17,1292,0.0002334117889404297,0
17,1292,0.0002257823944091797,0
17,1292,0.00024437904357910156,0
17,1292,0.00020503997802734375,0
17,1292,0.00022339820861816406,0
17,1292,0.00024771690368652344,0
17,1292,0.00021958351135253906,0
17,1292,0.00018286705017089844,0
17,1292,0.0001518726348876953,0
17,1292,0.00014066696166992188,0
17,1292,0.00014209747314453125,0
17,804,0.00014066696166992188,0
17,1285,0.0002799034118652344,0
17,1292,0.0002636909484863281,0
17,1292,0.00033473968505859375,0
17,74,0.00028634071350097656,0
17,74,0.0003597736358642578,0
17,1292,0.00028061866760253906,0
17,1292,0.00025725364685058594,0
17,1292,0.0003464221954345703,0
17,1292,0.00019502639770507812,0
17,1292,0.00018835067749023438,0
17,1292,0.0001575946807861328,0
17,1292,0.0001595020294189453,0
17,1292,0.0001575946807861328,0
17,1292,0.00019669532775878906,0
17,1292,0.0002415180206298828,0
17,1292,0.0002346038818359375,0
17,1292,0.00025582313537597656,0
17,1292,0.0002491474151611328,0
17,1292,0.00023508071899414062,0
17,1292,0.00023984909057617188,0
17,1292,0.00032973289489746094,0
17,1292,0.0004391670227050781,0
17,74,0.00015592575073242188,0
17,74,0.0001666545867919922,0
17,1292,0.00020122528076171875,0
17,75,0.00023555755615234375,0
17,1292,0.0002567768096923828,0
17,1292,0.0003204345703125,0
17,1292,0.00036072731018066406,0
17,1292,0.0001900196075439453,0
17,1292,0.0002014636993408203,0
17,1292,0.00020742416381835938,0
17,1292,0.0003216266632080078,0
17,1292,0.00019025802612304688,0
